iter	Passed	Remaining
662	2559	1300
663	2563	1297
664	2565	1292
665	2567	1287
666	2571	1283
667	2573	1279
668	2576	1274
669	2578	1269
670	2580	1265
671	2582	1260
672	2585	1256
673	2588	1252
674	2591	1247
675	2593	1243
676	2596	1238
677	2598	1234
678	2601	1230
679	2604	1225
680	2606	1220
681	2608	1216
682	2610	1211
683	2612	1207
684	2614	1202
685	2618	1198
686	2620	1194
687	2623	1189
688	2625	1185
689	2628	1180
690	2631	1176
691	2635	1172
692	2637	1168
693	2640	1164
694	2642	1159
695	2645	1155
696	2649	1151
697	2652	1147
698	2654	1143
699	2657	1138
700	2660	1134
701	2664	1131
702	2667	1126
703	2670	1122
704	2673	1118
705	2675	1114
706	2679	1110
707	2681	1106
708	2684	1101
709	2686	1097
710	2689	1093
711	2691	1088
712	2695	1084
713	2697	1080
714	2700	1076
715	2703	1072
716	2705	1067
717	2709	1064
718	2711	1059
719	2714	1055
720	2716	1051
721	2719	1047
722	2723	1043
723	2726	1039
724	2730	1035
725	2732	1031
726	2735	1027
727	2738	1023
728	2742	1019
729	2745	1015
730	2747	1011
731	2749	1006
732	2752	1002
733	2756	998
734	2759	995
735	2763	991
736	2765	986
737	2767	982
738	2770	978
739	2774	974
740	2778	971
741	2781	966
742	2783	962
743	2785	958
744	2788	954
745	2791	950
746	2793	945
747	2795	941
748	2797	937
749	2799	933
750	2801	928
751	2804	924
752	2806	920
753	2808	916
754	2810	911
755	2812	907
756	2814	903
757	2816	899
758	2819	895
759	2822	891
760	2824	886
761	2826	882
762	2828	878
763	2830	874
764	2832	870
765	2835	866
766	2837	862
767	2839	857
768	2842	853
769	2844	849
770	2846	845
771	2849	841
772	2851	837
773	2853	833
774	2855	829
775	2857	824
776	2859	820
777	2861	816
778	2864	812
779	2866	808
780	2869	804
781	2871	800
782	2873	796
783	2875	792
784	2877	788
785	2879	784
786	2882	780
787	2885	776
788	2888	772
789	2890	768
790	2892	764
791	2894	760
792	2897	756
793	2899	752
794	2902	748
795	2904	744
796	2906	740
797	2908	736
798	2912	732
799	2915	728
800	2918	725
801	2920	721
802	2922	717
803	2925	713
804	2929	709
805	2932	705
806	2935	702
807	2941	699
808	2944	695
809	2947	691
810	2950	687
811	2952	683
812	2955	679
813	2960	676
814	2962	672
815	2965	668
816	2968	664
817	2972	661
818	2975	657
819	2977	653
820	2980	649
821	2982	645
822	2985	642
823	2988	638
824	2991	634
825	2993	630
826	2996	626
827	2998	622
828	3002	619
829	3005	615
830	3007	611
831	3009	607
832	3012	603
833	3014	600
834	3018	596
835	3021	592
836	3024	589
837	3027	585
838	3029	581
839	3032	577
840	3035	573
841	3037	570
842	3040	566
843	3042	562
844	3045	558
845	3049	555
846	3051	551
847	3054	547
848	3056	543
849	3058	539
850	3061	536
851	3064	532
852	3067	528
853	3069	524
854	3072	521
855	3074	517
856	3076	513
857	3079	509
858	3082	505
859	3084	502
860	3086	498
861	3088	494
862	3090	490
863	3093	487
864	3096	483
865	3098	479
866	3100	475
867	3102	471
868	3105	468
869	3107	464
870	3110	460
871	3112	456
872	3114	453
873	3117	449
874	3119	445
875	3121	441
876	3123	438
877	3126	434
878	3130	430
879	3132	427
880	3134	423
881	3136	419
882	3138	415
883	3140	412
884	3144	408
885	3147	404
886	3149	401
887	3153	397
888	3155	393
889	3158	390
890	3161	386
891	3163	383
892	3165	379
893	3167	375
894	3169	371
895	3173	368
896	3176	364
897	3184	361
898	3195	359
899	3200	355
900	3204	352
901	3207	348
902	3210	344
903	3212	341
904	3214	337
905	3216	333
906	3219	330
907	3222	326
908	3224	322
909	3227	319
910	3229	315
911	3231	311
912	3233	308
913	3236	304
914	3239	300
915	3241	297
916	3243	293
917	3245	289
918	3247	286
919	3250	282
920	3252	279
921	3255	275
922	3257	271
923	3260	268
924	3262	264
925	3264	260
926	3267	257
927	3269	253
928	3271	250
929	3273	246
930	3275	242
931	3277	239
932	3279	235
933	3282	231
934	3284	228
935	3286	224
936	3288	221
937	3290	217
938	3293	213
939	3295	210
940	3298	206
941	3300	203
942	3302	199
943	3304	196
944	3306	192
945	3308	188
946	3310	185
947	3313	181
948	3316	178
949	3318	174
950	3321	171
951	3323	167
952	3325	163
953	3329	160
954	3332	157
955	3334	153
956	3336	149
957	3338	146
958	3340	142
959	3342	139
960	3346	135
961	3349	132
962	3352	128
963	3356	125
964	3359	121
965	3362	118
966	3364	114
967	3366	111
968	3368	107
969	3370	104
970	3372	100
971	3375	97
972	3377	93
973	3380	90
974	3382	86
975	3384	83
976	3386	79
977	3388	76
978	3391	72
979	3393	69
980	3395	65
981	3397	62
982	3400	58
983	3402	55
984	3404	51
985	3407	48
986	3409	44
987	3412	41
988	3414	37
989	3416	34
990	3418	31
991	3420	27
992	3423	24
993	3425	20
994	3428	17
995	3430	13
996	3432	10
997	3434	6
998	3437	3
999	3440	0
